nf	ni	stddev	nstars	line1	line2	ele1	ele2	c0	c1	c2	c3  teffa teffb rata ratb meanr nfit
112	 450	 73	 663	 6126.22	 6086.29	 TiI	 NiI	 6759.59	 -2018.25	 466.77	 18.17	 4597	 6361	 0.28	 2.29	 1.01	 2
113	 451	 95	 647	 6126.22	 6111.08	 TiI	 NiI	 6960.21	 -1926.31	 283.85	 71.80	 4597	 6374	 0.37	 2.44	 1.16	 2
114	 453	 115	 636	 6126.22	 6130.14	 TiI	 NiI	 7135.10	 -1553.49	 275.52	 -4.18	 4597	 6374	 0.57	 3.88	 1.82	 2
115	 454	 70	 667	 6126.22	 6175.37	 TiI	 NiI	 6601.63	 -1861.65	 338.35	 57.92	 4550	 6289	 0.23	 2.08	 0.91	 2
116	 455	 66	 682	 6126.22	 6176.82	 TiI	 NiI	 6505.81	 -2069.25	 258.67	 196.70	 4483	 6276	 0.20	 1.66	 0.72	 2
117	 456	 106	 641	 6126.22	 6186.72	 TiI	 NiI	 7001.60	 -1784.80	 209.26	 70.61	 4648	 6374	 0.45	 2.63	 1.28	 2
118	 458	 89	 594	 6126.22	 6056.01	 TiI	 FeI	 3594.36	 1564.87	 -388.37	 35.27	 4483	 6289	 0.53	 6.75	 2.09	 4
119	 459	 101	 600	 6126.22	 6078.49	 TiI	 FeI	 3848.06	 1122.89	 -211.95	 14.69	 4483	 6146	 0.63	 7.13	 2.26	 4
120	 460	 70	 618	 6126.22	 6079.01	 TiI	 FeI	 6644.41	 -1790.25	 232.34	 84.48	 4550	 6289	 0.27	 2.18	 0.93	 2
121	 461	 109	 608	 6126.22	 6089.57	 TiI	 FeI	 5296.70	 -2908.04	 799.37	 6738.55	 4483	 6374	 0.35	 2.80	 1.07	 6
122	 464	 85	 613	 6126.22	 6127.91	 TiI	 FeI	 6476.26	 -1252.80	 -420.12	 309.46	 4550	 6289	 0.25	 1.95	 0.87	 2
123	 465	 105	 619	 6126.22	 6157.73	 TiI	 FeI	 6502.85	 -1819.89	 -524.97	 643.33	 4497	 6374	 0.19	 1.42	 0.66	 2
124	 467	 97	 608	 6126.22	 6165.36	 TiI	 FeI	 6693.96	 -1848.28	 93.36	 183.80	 4550	 6374	 0.25	 1.95	 0.89	 2
125	 470	 108	 617	 6599.12	 6661.08	 TiI	 CrI	 6818.82	 -1619.37	 434.78	 -38.08	 4575	 6361	 0.50	 4.08	 1.72	 2
126	 472	 77	 625	 6599.12	 6635.13	 TiI	 NiI	 6582.53	 -2147.04	 893.63	 -129.54	 4597	 6276	 0.21	 2.81	 1.07	 2
127	 473	 76	 576	 6599.12	 6627.55	 TiI	 FeI	 6572.42	 -2482.81	 1142.46	 -185.21	 4550	 6276	 0.18	 2.13	 0.83	 2
128	 474	 104	 550	 6599.12	 6653.86	 TiI	 FeI	 6887.48	 -1366.80	 273.04	 -15.00	 4597	 6276	 0.51	 4.36	 1.92	 2
129	 493	 102	 636	 4964.93	 4952.65	 CrI	 FeI	 6453.33	 289.91	 -2577.44	 1086.96	 4597	 6374	 0.36	 1.83	 1.00	 2
130	 522	 90	 670	 5300.75	 5243.78	 CrI	 FeI	 2726.48	 12717.96	 -14148.55	 4363.24	 4590	 6374	 0.68	 1.70	 1.15	 2
131	 529	 106	 662	 6330.13	 6378.26	 CrI	 NiI	 7296.88	 -2424.17	 758.23	 -77.10	 4550	 6403	 0.35	 2.82	 1.36	 2
132	 530	 94	 608	 6330.13	 6290.98	 CrI	 FeI	 6467.26	 -1433.81	 -1190.12	 935.67	 4483	 6403	 0.09	 1.46	 0.66	 2
133	 532	 98	 612	 6330.13	 6315.81	 CrI	 FeI	 6567.29	 -770.58	 -1026.15	 485.02	 4550	 6403	 0.16	 1.95	 0.98	 2
134	 536	 96	 659	 5670.85	 5625.32	 VI	 NiI	 6604.99	 -1891.48	 653.90	 -75.41	 4597	 6374	 0.22	 2.72	 1.14	 2
135	 537	 116	 629	 5670.85	 5628.35	 VI	 NiI	 7177.36	 -1430.18	 302.00	 -21.51	 4614	 6403	 0.62	 5.96	 2.49	 2
136	 538	 117	 637	 5670.85	 5641.88	 VI	 NiI	 6970.47	 -1872.91	 532.86	 -46.84	 4677	 6403	 0.38	 3.76	 1.55	 2
137	 539	 102	 634	 5670.85	 5643.08	 VI	 NiI	 7027.32	 -1174.86	 190.25	 -8.05	 4648	 6374	 0.69	 5.57	 2.43	 2
138	 541	 89	 661	 5670.85	 5694.99	 VI	 NiI	 6535.79	 -1935.24	 723.86	 -96.57	 4550	 6403	 0.15	 2.75	 1.06	 2
139	 542	 89	 657	 5670.85	 5618.64	 VI	 FeI	 6446.27	 -2010.85	 760.80	 -102.64	 4483	 6374	 0.15	 2.25	 0.90	 2
140	 544	 92	 628	 5670.85	 5633.95	 VI	 FeI	 4104.46	 1040.05	 -218.76	 16.61	 4483	 6136	 0.37	 9.84	 2.15	 4
141	 545	 85	 658	 5670.85	 5635.83	 VI	 FeI	 6629.41	 -1665.76	 403.71	 -16.82	 4590	 6374	 0.26	 2.65	 1.16	 2
142	 546	 99	 614	 5670.85	 5638.27	 VI	 FeI	 3718.39	 1343.44	 -313.86	 25.91	 4483	 6136	 0.70	 11.16	 2.53	 4
